ADDRESS,ADDRESSLINE1,ADDRESSLINE2,CITY,City_State,CONTACTFIRSTNAME,CONTACTLASTNAME,CONTACTNAME,COUNTRY,CUSTOMERNAME,DEALSIZE,MONTH,MONTH_ID,ORDERDATE,PHONE,POSTALCODE,PRODUCTCODE,PRODUCTLINE,QTR_ID,STATE,STATUS,TERRITORY,YEAR_ID,MSRP,ORDERLINENUMBER,ORDERNUMBER,PRICEEACH,QUANTITYORDERED,SALES
Grenzacherweg 237  Gensve  1203 Switzerland,Grenzacherweg 237,,Gensve,Gensve ,Michael,Holz,Michael Holz,Switzerland,"Vida Sport, Ltd",Small,February,2,22-02-2004 00:00:00,0897-034555,1203,S12_4675,Classic Cars,1,,Shipped,EMEA,2004,115,6,10225,100,21,2684.43
Torikatu 38  Oulu  90110 Finland,Torikatu 38,,Oulu,Oulu ,Pirkko,Koskitalo,Pirkko Koskitalo,Finland,"Oulu Toy Supplies, Inc.",Small,April,4,12-04-2004 00:00:00,981-443655,90110,S12_4675,Classic Cars,2,,Shipped,EMEA,2004,115,5,10239,93.28,21,1958.88
Berkeley Gardens 12  Brewery  Liverpool  WX1 6LT UK,Berkeley Gardens 12  Brewery,,Liverpool,Liverpool ,Elizabeth,Devon,Elizabeth Devon,UK,"UK Collectables, Ltd.",Medium,June,6,01-06-2004 00:00:00,(171) 555-2282,WX1 6LT,S12_4675,Classic Cars,2,,Cancelled,EMEA,2004,115,10,10253,100,41,4910.57
Strada Provinciale 124  Reggio Emilia  42100 Italy,Strada Provinciale 124,,Reggio Emilia,Reggio Emilia ,Maurizio,Moroni,Maurizio Moroni,Italy,L'ordine Souveniers,Medium,July,7,06-07-2004 00:00:00,0522-556555,42100,S12_4675,Classic Cars,3,,Shipped,EMEA,2004,115,11,10266,100,40,4468.4
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye  Singapore  79903 Singapore","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,Singapore ,Eric,Natividad,Eric Natividad,Singapore,"Dragon Souveniers, Ltd.",Medium,August,8,04-08-2004 00:00:00,+65 221 7555,79903,S12_4675,Classic Cars,3,,Shipped,Japan,2004,115,1,10277,100,28,3127.88
Grenzacherweg 237  Gensve  1203 Switzerland,Grenzacherweg 237,,Gensve,Gensve ,Michael,Holz,Michael Holz,Switzerland,"Vida Sport, Ltd",Small,August,8,30-08-2004 00:00:00,0897-034555,1203,S12_4675,Classic Cars,3,,Shipped,EMEA,2004,115,9,10287,100,23,2675.13
Lyonerstr. 34  Frankfurt  60528 Germany,Lyonerstr. 34,,Frankfurt,Frankfurt ,Roland,Keitel,Roland Keitel,Germany,"Blauer See Auto, Co.",Small,October,10,04-10-2003 00:00:00,+49 69 66 90 2555,60528,S12_4675,Classic Cars,4,,Shipped,EMEA,2003,115,2,10300,100,23,2807.61
Mehrheimerstr. 369  Koln  50739 Germany,Mehrheimerstr. 369,,Koln,Koln ,Henriette,Pfalzheim,Henriette Pfalzheim,Germany,"Toms Spezialitten, Ltd",Small,October,10,16-10-2004 00:00:00,0221-5554327,50739,S12_4675,Classic Cars,4,,Shipped,EMEA,2004,115,7,10310,100,25,2504.75
1785 First Street  New Bedford MA 50553 USA,1785 First Street,,New Bedford,New Bedford MA,Violeta,Benitez,Violeta Benitez,USA,FunGiftIdeas.com,Small,November,11,04-11-2004 00:00:00,5085552555,50553,S12_4675,Classic Cars,4,MA,Shipped,NA,2004,115,15,10321,100,24,2984.88
897 Long Airport Avenue  NYC NY 10022 USA,897 Long Airport Avenue,,NYC,NYC NY,Kwai,Yu,Kwai Yu,USA,Land of Toys Inc.,Small,November,11,15-11-2004 00:00:00,2125557818,10022,S12_4675,Classic Cars,4,NY,Shipped,NA,2004,115,15,10329,64.74,39,2524.86
Geislweg 14  Salzburg  5020 Austria,Geislweg 14,,Salzburg,Salzburg ,Georg,Pipps,Georg Pipps,Austria,Salzburg Collectables,Medium,November,11,24-11-2004 00:00:00,6562-9555,5020,S12_4675,Classic Cars,4,,Shipped,EMEA,2004,115,7,10341,75.2,55,4136
"Software Engineering Center, SEC Oy  Espoo  FIN-02271 Finland","Software Engineering Center, SEC Oy",,Espoo,Espoo ,Kalle,Suominen,Kalle Suominen,Finland,Suominen Souveniers,Medium,January,1,06-01-2005 00:00:00,+358 9 8045 555,FIN-02271,S12_4675,Classic Cars,1,,Shipped,EMEA,2005,115,6,10363,88.45,46,4068.7
Keskuskatu 45  Helsinki  21240 Finland,Keskuskatu 45,,Helsinki,Helsinki ,Matti,Karttunen,Matti Karttunen,Finland,"Toys of Finland, Co.",Medium,February,2,09-02-2005 00:00:00,90-224 8555,21240,S12_4675,Classic Cars,1,,Shipped,EMEA,2005,115,1,10377,100,50,5182
?kergatan 24  Boras  S-844 67 Sweden,?kergatan 24,,Boras,Boras ,Maria,Larsson,Maria Larsson,Sweden,Scandinavian Gift Ideas,Medium,March,3,03-03-2005 00:00:00,0695-34 6555,S-844 67,S12_4675,Classic Cars,1,,Shipped,EMEA,2005,115,8,10389,100,47,5243.79
"24, place Kluber  Strasbourg  67000 France","24, place Kluber",,Strasbourg,Strasbourg ,Frederique,Citeaux,Frederique Citeaux,France,Mini Caravy,Large,April,4,14-04-2005 00:00:00,88.60.1555,67000,S12_4675,Classic Cars,2,,Shipped,EMEA,2005,115,5,10405,93.28,97,9048.16
Geislweg 14  Salzburg  5020 Austria,Geislweg 14,,Salzburg,Salzburg ,Georg,Pipps,Georg Pipps,Austria,Salzburg Collectables,Medium,May,5,17-05-2005 00:00:00,6562-9555,5020,S12_4675,Classic Cars,2,,Shipped,EMEA,2005,115,10,10419,100,32,3832.64
Erling Skakkes gate 78  Stavern  4110 Norway,Erling Skakkes gate 78,,Stavern,Stavern ,Jonas,Bergulfsen,Jonas Bergulfsen,Norway,Baane Mini Imports,Medium,January,1,29-01-2003 00:00:00,07-98 9555,4110,S18_1097,Trucks and Buses,1,,Shipped,EMEA,2003,116,10,10103,100,35,3920
5677 Strong St.  San Rafael CA 97562 USA,5677 Strong St.,,San Rafael,San Rafael CA,Valarie,Nelson,Valarie Nelson,USA,Mini Gifts Distributors Ltd.,Medium,March,3,26-03-2003 00:00:00,4155551450,97562,S18_1097,Trucks and Buses,1,CA,Shipped,NA,2003,116,4,10113,100,49,4916.66
"C/ Araquil, 67  Madrid  28023 Spain","C/ Araquil, 67",,Madrid,Madrid ,Mart¡n,Sommer,Mart¡n Sommer,Spain,"Corrida Auto Replicas, Ltd",Medium,May,5,28-05-2003 00:00:00,(91) 555 22 82,28023,S18_1097,Trucks and Buses,2,,Shipped,EMEA,2003,116,10,10126,100,38,3857
9408 Furth Circle  Burlingame CA 94217 USA,9408 Furth Circle,,Burlingame,Burlingame CA,Juri,Hirano,Juri Hirano,USA,Technics Stores Inc.,Medium,July,7,24-07-2003 00:00:00,6505556809,94217,S18_1097,Trucks and Buses,3,CA,Shipped,NA,2003,116,10,10140,100,32,4181.44
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye  Singapore  79903 Singapore","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,Singapore ,Eric,Natividad,Eric Natividad,Singapore,"Dragon Souveniers, Ltd.",Medium,September,9,19-09-2003 00:00:00,+65 221 7555,79903,S18_1097,Trucks and Buses,3,,Shipped,Japan,2003,116,7,10150,100,34,4641
Kirchgasse 6  Graz  8010 Austria,Kirchgasse 6,,Graz,Graz ,Roland,Mendel,Roland Mendel,Austria,Mini Auto Werke,Medium,October,10,21-10-2003 00:00:00,7675-3555,8010,S18_1097,Trucks and Buses,4,,Resolved,EMEA,2003,116,8,10164,99.17,36,3570.12
31 Duncan St. West End  South Brisbane Queensland 4101 Australia,31 Duncan St. West End,,South Brisbane,South Brisbane Queensland,Tony,Calaghan,Tony Calaghan,Australia,"Australian Gift Network, Co",Medium,November,11,06-11-2003 00:00:00,61-7-3844-6555,4101,S18_1097,Trucks and Buses,4,Queensland,Shipped,APAC,2003,116,3,10174,93.34,48,4480.32
782 First Street  Philadelphia PA 71270 USA,782 First Street,,Philadelphia,Philadelphia PA,Francisca,Cervantes,Francisca Cervantes,USA,"Classic Gift Ideas, Inc",Small,November,11,13-11-2003 00:00:00,2155554695,71270,S18_1097,Trucks and Buses,4,PA,Shipped,NA,2003,116,7,10183,96.84,21,2033.64
"2, rue du Commerce  Lyon  69004 France","2, rue du Commerce",,Lyon,Lyon ,Mary,Saveley,Mary Saveley,France,"Saveley & Henriot, Co.",Small,November,11,25-11-2003 00:00:00,78.32.5555,69004,S18_1097,Trucks and Buses,4,,Shipped,EMEA,2003,116,10,10194,93.34,21,1960.14
1900 Oak St.  Vancouver BC V3F 2K1 Canada,1900 Oak St.,,Vancouver,Vancouver BC,Yoshi,Tannamuri,Yoshi Tannamuri,Canada,Canadian Gift Exchange Network,Medium,December,12,05-12-2003 00:00:00,(604) 555-3392,V3F 2K1,S18_1097,Trucks and Buses,4,BC,Shipped,NA,2003,116,5,10206,100,34,3966.78
3675 Furth Circle  Burbank CA 94019 USA,3675 Furth Circle,,Burbank,Burbank CA,Steve,Thompson,Steve Thompson,USA,West Coast Collectables Co.,Medium,January,1,29-01-2004 00:00:00,3105553722,94019,S18_1097,Trucks and Buses,1,CA,Shipped,NA,2004,116,2,10215,100,46,5152
4658 Baden Av.  Cambridge MA 51247 USA,4658 Baden Av.,,Cambridge,Cambridge MA,Kyung,Tseng,Kyung Tseng,USA,Cambridge Collectables Co.,Medium,March,3,10-03-2004 00:00:00,6175555555,51247,S18_1097,Trucks and Buses,1,MA,Shipped,NA,2004,116,1,10228,100,32,3360
567 North Pendale Street  New Haven CT 97823 USA,567 North Pendale Street,,New Haven,New Haven CT,Leslie,Murphy,Leslie Murphy,USA,Super Scale Inc.,Medium,May,5,04-05-2004 00:00:00,2035559545,97823,S18_1097,Trucks and Buses,2,CT,Shipped,NA,2004,116,8,10245,100,29,3451
2-2-8 Roppongi  Minato-ku Tokyo 106-0032 Japan,2-2-8 Roppongi,,Minato-ku,Minato-ku Tokyo,Akiko,Shimamura,Akiko Shimamura,Japan,"Tokyo Collectables, Ltd",Medium,June,6,15-06-2004 00:00:00,+81 3 3584 0555,106-0032,S18_1097,Trucks and Buses,2,Tokyo,Shipped,Japan,2004,116,5,10258,100,41,5453
"Monitor Money Building, 815 Pacific Hwy Level 6 Chatswood NSW 2067 Australia","Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,Chatswood NSW,Adrian,Huxley,Adrian Huxley,Australia,Souveniers And Things Co.,Medium,July,7,19-07-2004 00:00:00,+61 2 9495 8555,2067,S18_1097,Trucks and Buses,3,NSW,Shipped,APAC,2004,116,8,10270,96.84,43,4164.12
Via Monte Bianco 34  Torino  10100 Italy,Via Monte Bianco 34,,Torino,Torino ,Paolo,Accorti,Paolo Accorti,Italy,Amica Models & Co.,Small,August,8,17-08-2004 00:00:00,011-4988555,10100,S18_1097,Trucks and Buses,3,,Shipped,EMEA,2004,116,1,10280,100,24,2800.08
?kergatan 24  Boras  S-844 67 Sweden,?kergatan 24,,Boras,Boras ,Maria,Larsson,Maria Larsson,Sweden,Scandinavian Gift Ideas,Medium,September,9,08-09-2004 00:00:00,0695-34 6555,S-844 67,S18_1097,Trucks and Buses,3,,Shipped,EMEA,2004,116,10,10291,100,41,4687.94
"67, avenue de l'Europe  Versailles  78000 France","67, avenue de l'Europe",,Versailles,Versailles ,Daniel,Tonini,Daniel Tonini,France,Auto Assoc. & Cie.,Medium,October,10,11-10-2004 00:00:00,30.59.8555,78000,S18_1097,Trucks and Buses,4,,Shipped,EMEA,2004,116,5,10304,98,46,4508
5677 Strong St.  San Rafael CA 97562 USA,5677 Strong St.,,San Rafael,San Rafael CA,Valarie,Nelson,Valarie Nelson,USA,Mini Gifts Distributors Ltd.,Medium,October,10,21-10-2004 00:00:00,4155551450,97562,S18_1097,Trucks and Buses,4,CA,Shipped,NA,2004,116,2,10312,100,32,4181.44
2304 Long Airport Avenue  Nashua NH 62005 USA,2304 Long Airport Avenue,,Nashua,Nashua NH,Valarie,Young,Valarie Young,USA,Online Diecast Creations Co.,Small,November,11,04-11-2004 00:00:00,6035558647,62005,S18_1097,Trucks and Buses,4,NH,Shipped,NA,2004,116,10,10322,100,22,2251.04
5557 North Pendale Street  San Francisco CA  USA,5557 North Pendale Street,,San Francisco,San Francisco CA,Julie,Murphy,Julie Murphy,USA,Mini Wheels Co.,Small,November,11,18-11-2004 00:00:00,6505555787,,S18_1097,Trucks and Buses,4,CA,Shipped,NA,2004,116,7,10333,40.25,29,1167.25
636 St Kilda Road Level 3 Melbourne Victoria 3004 Australia,636 St Kilda Road,Level 3,Melbourne,Melbourne Victoria,Peter,Ferguson,Peter Ferguson,Australia,"Australian Collectors, Co.",Small,November,11,29-11-2004 00:00:00,03 9520 4555,3004,S18_1097,Trucks and Buses,4,Victoria,Shipped,APAC,2004,116,5,10347,49.6,42,2083.2
5677 Strong St.  San Rafael CA 97562 USA,5677 Strong St.,,San Rafael,San Rafael CA,Valarie,Nelson,Valarie Nelson,USA,Mini Gifts Distributors Ltd.,Medium,December,12,10-12-2004 00:00:00,4155551450,97562,S18_1097,Trucks and Buses,4,CA,Shipped,NA,2004,116,1,10357,98,39,3822
201 Miller Street Level 15 North Sydney NSW 2060 Australia,201 Miller Street,Level 15,North Sydney,North Sydney NSW,Anna,O'Hara,Anna O'Hara,Australia,"Anna's Decorations, Ltd",Medium,January,1,20-01-2005 00:00:00,02 9936 8555,2060,S18_1097,Trucks and Buses,1,NSW,Shipped,APAC,2005,116,1,10370,100,27,3911.49
7734 Strong St.  San Francisco CA  USA,7734 Strong St.,,San Francisco,San Francisco CA,Julie,Brown,Julie Brown,USA,Corporate Gift Ideas Co.,Medium,February,2,17-02-2005 00:00:00,6505551386,,S18_1097,Trucks and Buses,1,CA,Shipped,NA,2005,116,2,10381,98,48,4704
201 Miller Street Level 15 North Sydney NSW 2060 Australia,201 Miller Street,Level 15,North Sydney,North Sydney NSW,Anna,O'Hara,Anna O'Hara,Australia,"Anna's Decorations, Ltd",Small,March,3,09-03-2005 00:00:00,02 9936 8555,2060,S18_1097,Trucks and Buses,1,NSW,Shipped,APAC,2005,116,10,10391,85.1,29,2467.9
43 rue St. Laurent  Montreal Quebec H1J 1C3 Canada,43 rue St. Laurent,,Montreal,Montreal Quebec,Jean,Fresnisre,Jean Fresnisre,Canada,Quebec Home Shopping Network,Medium,May,5,01-05-2005 00:00:00,(514) 555-8054,H1J 1C3,S18_1097,Trucks and Buses,2,Quebec,Shipped,NA,2005,116,8,10411,100,27,3213
"C/ Moralzarzal, 86  Madrid  28034 Spain","C/ Moralzarzal, 86",,Madrid,Madrid ,Diego,Freyre,Diego Freyre,Spain,Euro Shopping Channel,Large,May,5,31-05-2005 00:00:00,(91) 555 94 44,28034,S18_1097,Trucks and Buses,2,,In Process,EMEA,2005,116,5,10424,100,54,7182
11328 Douglas Av.  Philadelphia PA 71270 USA,11328 Douglas Av.,,Philadelphia,Philadelphia PA,Rosa,Hernandez,Rosa Hernandez,USA,Motor Mint Distributors Inc.,Medium,March,3,10-03-2003 00:00:00,2155559857,71270,S18_1129,Classic Cars,1,PA,Shipped,NA,2003,141,4,10109,100,26,4379.18
"12, rue des Bouchers  Marseille  13008 France","12, rue des Bouchers",,Marseille,Marseille ,Laurence,Lebihan,Laurence Lebihan,France,Marseille Mini Autos,Medium,May,5,08-05-2003 00:00:00,91.24.4555,13008,S18_1129,Classic Cars,2,,Shipped,EMEA,2003,141,2,10122,100,34,5004.8
1 rue Alsace-Lorraine  Toulouse  31000 France,1 rue Alsace-Lorraine,,Toulouse,Toulouse ,Annette,Roulet,Annette Roulet,France,Alpha Cognac,Medium,July,7,04-07-2003 00:00:00,61.77.6555,31000,S18_1129,Classic Cars,3,,Shipped,EMEA,2003,141,2,10136,100,25,3644.75
201 Miller Street Level 15 North Sydney NSW 2060 Australia,201 Miller Street,Level 15,North Sydney,North Sydney NSW,Anna,O'Hara,Anna O'Hara,Australia,"Anna's Decorations, Ltd",Small,September,9,11-09-2003 00:00:00,02 9936 8555,2060,S18_1129,Classic Cars,3,NSW,Shipped,APAC,2003,141,13,10148,100,23,2702.04
Smagsloget 45  Aaarhus  8200 Denmark,Smagsloget 45,,Aaarhus,Aaarhus ,Palle,Ibsen,Palle Ibsen,Denmark,Heintze Collectables,Medium,October,10,17-10-2003 00:00:00,86 21 3555,8200,S18_1129,Classic Cars,4,,Shipped,EMEA,2003,141,12,10161,100,28,3764.88
43 rue St. Laurent  Montreal Quebec H1J 1C3 Canada,43 rue St. Laurent,,Montreal,Montreal Quebec,Jean,Fresnisre,Jean Fresnisre,Canada,Quebec Home Shopping Network,Medium,November,11,05-11-2003 00:00:00,(514) 555-8054,H1J 1C3,S18_1129,Classic Cars,4,Quebec,Shipped,NA,2003,141,2,10171,100,35,4508
"Drammen 121, PR 744 Sentrum  Bergen  N 5804 Norway","Drammen 121, PR 744 Sentrum",,Bergen,Bergen ,Veysel,Oeztan,Veysel Oeztan,Norway,Herkku Gifts,Medium,November,11,12-11-2003 00:00:00,+47 2267 3215,N 5804,S18_1129,Classic Cars,4,,Shipped,EMEA,2003,141,6,10181,100,44,5418.16
2304 Long Airport Avenue  Nashua NH 62005 USA,2304 Long Airport Avenue,,Nashua,Nashua NH,Valarie,Young,Valarie Young,USA,Online Diecast Creations Co.,Medium,November,11,20-11-2003 00:00:00,6035558647,62005,S18_1129,Classic Cars,4,NH,Shipped,NA,2003,141,11,10192,100,22,3300.66
4092 Furth Circle Suite 400 NYC NY 10022 USA,4092 Furth Circle,Suite 400,NYC,NYC NY,Jeff,Young,Jeff Young,USA,Muscle Machine Inc,Medium,December,12,02-12-2003 00:00:00,2125557413,10022,S18_1129,Classic Cars,4,NY,Shipped,NA,2003,141,17,10204,100,42,6182.4
"C/ Moralzarzal, 86  Madrid  28034 Spain","C/ Moralzarzal, 86",,Madrid,Madrid ,Diego,Freyre,Diego Freyre,Spain,Euro Shopping Channel,Medium,January,1,16-01-2004 00:00:00,(91) 555 94 44,28034,S18_1129,Classic Cars,1,,Shipped,EMEA,2004,141,10,10212,100,29,4186.73
Grenzacherweg 237  Gensve  1203 Switzerland,Grenzacherweg 237,,Gensve,Gensve ,Michael,Holz,Michael Holz,Switzerland,"Vida Sport, Ltd",Medium,February,2,22-02-2004 00:00:00,0897-034555,1203,S18_1129,Classic Cars,1,,Shipped,EMEA,2004,141,1,10225,100,32,4529.28
"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku  Osaka Osaka 530-0003 Japan","Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka Osaka,Mory,Kentary,Mory Kentary,Japan,Osaka Souveniers Co.,Medium,April,4,13-04-2004 00:00:00,+81 06 6342 5555,530-0003,S18_1129,Classic Cars,2,Osaka,Shipped,Japan,2004,141,3,10240,100,41,5628.89
Berkeley Gardens 12  Brewery  Liverpool  WX1 6LT UK,Berkeley Gardens 12  Brewery,,Liverpool,Liverpool ,Elizabeth,Devon,Elizabeth Devon,UK,"UK Collectables, Ltd.",Medium,June,6,01-06-2004 00:00:00,(171) 555-2282,WX1 6LT,S18_1129,Classic Cars,2,,Cancelled,EMEA,2004,141,5,10253,100,26,3054.48
Strada Provinciale 124  Reggio Emilia  42100 Italy,Strada Provinciale 124,,Reggio Emilia,Reggio Emilia ,Maurizio,Moroni,Maurizio Moroni,Italy,L'ordine Souveniers,Small,July,7,06-07-2004 00:00:00,0522-556555,42100,S18_1129,Classic Cars,3,,Shipped,EMEA,2004,141,6,10266,100,21,2526.51
8489 Strong St.  Las Vegas NV 83030 USA,8489 Strong St.,,Las Vegas,Las Vegas NV,Sue,King,Sue King,USA,Signal Gift Stores,Medium,August,8,06-08-2004 00:00:00,7025551838,83030,S18_1129,Classic Cars,3,NV,Shipped,NA,2004,141,6,10278,100,34,4667.86
Grenzacherweg 237  Gensve  1203 Switzerland,Grenzacherweg 237,,Gensve,Gensve ,Michael,Holz,Michael Holz,Switzerland,"Vida Sport, Ltd",Medium,August,8,30-08-2004 00:00:00,0897-034555,1203,S18_1129,Classic Cars,3,,Shipped,EMEA,2004,141,4,10287,100,41,6499.32
"Drammensveien 126 A, PB 744 Sentrum  Oslo  N 0106 Norway","Drammensveien 126 A, PB 744 Sentrum",,Oslo,Oslo ,Jan,Klaeboe,Jan Klaeboe,Norway,"Norway Gifts By Mail, Co.",Medium,October,10,05-10-2003 00:00:00,+47 2212 1555,N 0106,S18_1129,Classic Cars,4,,Shipped,EMEA,2003,141,8,10301,100,37,5917.78
Mehrheimerstr. 369  Koln  50739 Germany,Mehrheimerstr. 369,,Koln,Koln ,Henriette,Pfalzheim,Henriette Pfalzheim,Germany,"Toms Spezialitten, Ltd",Medium,October,10,16-10-2004 00:00:00,0221-5554327,50739,S18_1129,Classic Cars,4,,Shipped,EMEA,2004,141,2,10310,100,37,6231.91
1785 First Street  New Bedford MA 50553 USA,1785 First Street,,New Bedford,New Bedford MA,Violeta,Benitez,Violeta Benitez,USA,FunGiftIdeas.com,Medium,November,11,04-11-2004 00:00:00,5085552555,50553,S18_1129,Classic Cars,4,MA,Shipped,NA,2004,141,10,10321,100,41,5803.14
11328 Douglas Av.  Philadelphia PA 71270 USA,11328 Douglas Av.,,Philadelphia,Philadelphia PA,Rosa,Hernandez,Rosa Hernandez,USA,Motor Mint Distributors Inc.,Medium,November,11,17-11-2004 00:00:00,2155559857,71270,S18_1129,Classic Cars,4,PA,Shipped,NA,2004,141,6,10331,100,46,6434.02
636 St Kilda Road Level 3 Melbourne Victoria 3004 Australia,636 St Kilda Road,Level 3,Melbourne,Melbourne Victoria,Peter,Ferguson,Peter Ferguson,Australia,"Australian Collectors, Co.",Medium,November,11,24-11-2004 00:00:00,03 9520 4555,3004,S18_1129,Classic Cars,4,Victoria,Shipped,APAC,2004,141,2,10342,100,40,6454.4
27 rue du Colonel Pierre Avia  Paris  75508 France,27 rue du Colonel Pierre Avia,,Paris,Paris ,Daniel,Da Cunha,Daniel Da Cunha,France,Lyon Souveniers,Medium,December,12,09-12-2004 00:00:00,+33 1 46 62 7555,75508,S18_1129,Classic Cars,4,,Shipped,EMEA,2004,141,8,10356,97.6,43,4196.8
4575 Hillside Dr.  New Bedford MA 50553 USA,4575 Hillside Dr.,,New Bedford,New Bedford MA,Wing C,Tam,Wing C Tam,USA,Mini Creations Ltd.,Small,January,1,07-01-2005 00:00:00,5085559555,50553,S18_1129,Classic Cars,1,MA,Shipped,NA,2005,141,1,10365,87.06,30,2611.8
Keskuskatu 45  Helsinki  21240 Finland,Keskuskatu 45,,Helsinki,Helsinki ,Matti,Karttunen,Matti Karttunen,Finland,"Toys of Finland, Co.",Medium,February,2,09-02-2005 00:00:00,90-224 8555,21240,S18_1129,Classic Cars,1,,Shipped,EMEA,2005,141,2,10377,100,35,5895.05
5677 Strong St.  San Rafael CA 97562 USA,5677 Strong St.,,San Rafael,San Rafael CA,Valarie,Nelson,Valarie Nelson,USA,Mini Gifts Distributors Ltd.,Medium,March,3,04-03-2005 00:00:00,4155551450,97562,S18_1129,Classic Cars,1,CA,Shipped,NA,2005,141,14,10390,93.77,36,3375.72
Vinb'ltet 34  Kobenhavn  1734 Denmark,Vinb'ltet 34,,Kobenhavn,Kobenhavn ,Jytte,Petersen,Jytte Petersen,Denmark,Danish Wholesale Imports,Large,April,4,15-04-2005 00:00:00,31 12 3555,1734,S18_1129,Classic Cars,2,,Disputed,EMEA,2005,141,3,10406,100,61,8374.69
Geislweg 14  Salzburg  5020 Austria,Geislweg 14,,Salzburg,Salzburg ,Georg,Pipps,Georg Pipps,Austria,Salzburg Collectables,Medium,May,5,17-05-2005 00:00:00,6562-9555,5020,S18_1129,Classic Cars,2,,Shipped,EMEA,2005,141,5,10419,100,38,4464.24
2678 Kingston Rd. Suite 101 NYC NY 10022 USA,2678 Kingston Rd.,Suite 101,NYC,NYC NY,Michael,Frick,Michael Frick,USA,Vitachrome Inc.,Medium,January,1,10-01-2003 00:00:00,2125551500,10022,S18_1342,Vintage Cars,1,NY,Shipped,NA,2003,102,2,10102,100,39,4808.31
5557 North Pendale Street  San Francisco CA  USA,5557 North Pendale Street,,San Francisco,San Francisco CA,Julie,Murphy,Julie Murphy,USA,Mini Wheels Co.,Medium,March,3,25-03-2003 00:00:00,6505555787,,S18_1342,Vintage Cars,1,CA,Shipped,NA,2003,102,6,10111,99.66,33,3288.78
636 St Kilda Road Level 3 Melbourne Victoria 3004 Australia,636 St Kilda Road,Level 3,Melbourne,Melbourne Victoria,Peter,Ferguson,Peter Ferguson,Australia,"Australian Collectors, Co.",Medium,May,5,21-05-2003 00:00:00,03 9520 4555,3004,S18_1342,Vintage Cars,2,Victoria,Shipped,APAC,2003,102,1,10125,100,32,3254.72
"Monitor Money Building, 815 Pacific Hwy Level 6 Chatswood NSW 2067 Australia","Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,Chatswood NSW,Adrian,Huxley,Adrian Huxley,Australia,Souveniers And Things Co.,Medium,July,7,16-07-2003 00:00:00,+61 2 9495 8555,2067,S18_1342,Vintage Cars,3,NSW,Shipped,APAC,2003,102,7,10139,100,31,3184.94
2793 Furth Circle  Brisbane CA 94217 USA,2793 Furth Circle,,Brisbane,Brisbane CA,Sue,Taylor,Sue Taylor,USA,Signal Collectibles Ltd.,Medium,September,9,12-09-2003 00:00:00,4155554312,94217,S18_1342,Vintage Cars,3,CA,Shipped,NA,2003,102,4,10149,100,50,5907.5
7734 Strong St.  San Francisco CA  USA,7734 Strong St.,,San Francisco,San Francisco CA,Julie,Brown,Julie Brown,USA,Corporate Gift Ideas Co.,Medium,October,10,18-10-2003 00:00:00,6505551386,,S18_1342,Vintage Cars,4,CA,Shipped,NA,2003,102,2,10162,91.44,48,4389.12
Via Ludovico il Moro 22  Bergamo  24100 Italy,Via Ludovico il Moro 22,,Bergamo,Bergamo ,Giovanni,Rovelli,Giovanni Rovelli,Italy,Rovelli Gifts,Medium,November,11,05-11-2003 00:00:00,035-640555,24100,S18_1342,Vintage Cars,4,,Shipped,EMEA,2003,102,6,10173,100,43,5036.16
5677 Strong St.  San Rafael CA 97562 USA,5677 Strong St.,,San Rafael,San Rafael CA,Valarie,Nelson,Valarie Nelson,USA,Mini Gifts Distributors Ltd.,Small,November,11,12-11-2003 00:00:00,4155551450,97562,S18_1342,Vintage Cars,4,CA,Shipped,NA,2003,102,3,10182,87.33,25,2183.25
7 Allen Street  Glen Waverly Victoria 3150 Australia,7 Allen Street,,Glen Waverly,Glen Waverly Victoria,Sean,Connery,Sean Connery,Australia,"Australian Collectables, Ltd",Medium,November,11,21-11-2003 00:00:00,61-9-3844-6555,3150,S18_1342,Vintage Cars,4,Victoria,Shipped,APAC,2003,102,7,10193,100,28,3106.88
